,UID,cloudProdID,productID,shortID,colorNum,title,subtitle,category,type,currency,fullPrice,currentPrice,sale,TopColor,channel,short_description,rating,customizable,ExtendedSizing,inStock,ComingSoon,BestSeller,Excluded,GiftCard,Jersey,Launch,MemberExclusive,NBA,NFL,Sustainable,label,prebuildId,prod_url,color-ID,color-Description,color-FullPrice,color-CurrentPrice,color-Discount,color-BestSeller,color-InStock,color-MemberExclusive,color-New,color-Label,color-Image-url
223,1e9c53ed-f91c-5ab4-84a5-e04a6dedfbbe1e9c53ed-f91c-5ab4-84a5-e04a6dedfbbe,1e9c53ed-f91c-5ab4-84a5-e04a6dedfbbe,735e3469-3337-4a04-b90a-be1e7d1c50f6,be1e7d1c50f6,1,Nike City Classic,Women's Boots,boot,FOOTWEAR,USD,125,125.0,False,Black/Black/Anthracite/Black,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","Ready for winter matinées and cabin getaways? Get going in the City Classic Boots. Designed specifically for low-profile feet, the slim toe box and sculpted collar keep them flexible and comfortable. And because we know you've got places to be, the rugged, trail-inspired tread gives your style traction all the way to that weekend camping trip with friends.",4.5,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/city-classic-womens-boots-QTgPCN/DQ5601-003,1e9c53ed-f91c-5ab4-84a5-e04a6dedfbbe,Black/Black/Anthracite/Black,125,125.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/e5c4b478-db00-4abf-b82b-e422af9c0f70/image.jpg"
224,1e9c53ed-f91c-5ab4-84a5-e04a6dedfbbe258d3e06-4a5e-58c1-9dd2-2a96f9c05223,1e9c53ed-f91c-5ab4-84a5-e04a6dedfbbe,735e3469-3337-4a04-b90a-be1e7d1c50f6,be1e7d1c50f6,2,Nike City Classic,Women's Boots,boot,FOOTWEAR,USD,125,125.0,False,Black/Black/Anthracite/Black,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","Ready for winter matinées and cabin getaways? Get going in the City Classic Boots. Designed specifically for low-profile feet, the slim toe box and sculpted collar keep them flexible and comfortable. And because we know you've got places to be, the rugged, trail-inspired tread gives your style traction all the way to that weekend camping trip with friends.",4.5,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/city-classic-womens-boots-QTgPCN/DQ5601-003,258d3e06-4a5e-58c1-9dd2-2a96f9c05223,Wheat/Black/Gum Light Brown/Sail,125,125.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/e7bbc762-281b-437c-9d8d-734fe67f0057/image.jpg"
225,1e9c53ed-f91c-5ab4-84a5-e04a6dedfbbe2dbeb350-d325-5add-93f0-c316103807cb,1e9c53ed-f91c-5ab4-84a5-e04a6dedfbbe,735e3469-3337-4a04-b90a-be1e7d1c50f6,be1e7d1c50f6,3,Nike City Classic,Women's Boots,boot,FOOTWEAR,USD,125,125.0,False,Black/Black/Anthracite/Black,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","Ready for winter matinées and cabin getaways? Get going in the City Classic Boots. Designed specifically for low-profile feet, the slim toe box and sculpted collar keep them flexible and comfortable. And because we know you've got places to be, the rugged, trail-inspired tread gives your style traction all the way to that weekend camping trip with friends.",4.5,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/city-classic-womens-boots-QTgPCN/DQ5601-003,2dbeb350-d325-5add-93f0-c316103807cb,Black/Black/White,125,125.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/5ecbbcd5-973f-4db3-ba07-ffef9beda8ff/image.jpg"
226,11fc3fa8-461a-58e4-8da1-4120462c974111fc3fa8-461a-58e4-8da1-4120462c9741,11fc3fa8-461a-58e4-8da1-4120462c9741,515e1a4f-0d73-3c54-a53c-ed4aef9999d5,ed4aef9999d5,1,Nike Woodside II,Men's Boot,boot,FOOTWEAR,USD,125,125.0,False,Dark Gold Leaf/Anthracite/Jersey Gold/Dark Gold Leaf,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","
",0,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/woodside-ii-mens-boot-RmRXZm/525393-770,11fc3fa8-461a-58e4-8da1-4120462c9741,Dark Gold Leaf/Anthracite/Jersey Gold/Dark Gold Leaf,125,125.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/b505351e-3408-4c32-b6be-32f51c82c3d2/image.jpg"
227,11fc3fa8-461a-58e4-8da1-4120462c9741a915f868-20b1-5c16-aec6-7cf234c215fe,11fc3fa8-461a-58e4-8da1-4120462c9741,515e1a4f-0d73-3c54-a53c-ed4aef9999d5,ed4aef9999d5,2,Nike Woodside II,Men's Boot,boot,FOOTWEAR,USD,125,125.0,False,Dark Gold Leaf/Anthracite/Jersey Gold/Dark Gold Leaf,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","
",0,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/woodside-ii-mens-boot-RmRXZm/525393-770,a915f868-20b1-5c16-aec6-7cf234c215fe,Black/Black/Black/Black,125,125.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/0ce7add4-1b72-45e0-a4d1-a68e095f30c7/image.jpg"
228,11fc3fa8-461a-58e4-8da1-4120462c9741928b5a56-2823-5199-ba1f-ca5ea8b2b186,11fc3fa8-461a-58e4-8da1-4120462c9741,515e1a4f-0d73-3c54-a53c-ed4aef9999d5,ed4aef9999d5,3,Nike Woodside II,Men's Boot,boot,FOOTWEAR,USD,125,125.0,False,Dark Gold Leaf/Anthracite/Jersey Gold/Dark Gold Leaf,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","
",0,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/woodside-ii-mens-boot-RmRXZm/525393-770,928b5a56-2823-5199-ba1f-ca5ea8b2b186,Cacao Wow/Hemp/Black,125,125.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/2c281a8c-7dc9-4d77-bc61-7d1319a9e102/image.jpg"
229,9ad62248-1646-53c8-abed-4f46bf9a06419ad62248-1646-53c8-abed-4f46bf9a0641,9ad62248-1646-53c8-abed-4f46bf9a0641,f3e7b77d-9ef7-4e42-8490-d7a4f54d29d8,d7a4f54d29d8,1,Nike Air Max Goaterra 2.0,Big Kids' Shoes,boot,FOOTWEAR,USD,105,105.0,False,Light Iron Ore/Sea Glass/Lime Blast/Sea Glass,"['Nike Store Experiences', 'Nike.com', 'NikeApp']",Attention puddle splashers and all explorers! The Nike Air Max Goaterra 2.0 is cold-weather ready with a versatile and durable design. These boots keep it comfy with a combo of plush foam and a Max Air unit underfoot. Where will your next adventure take you?,4.6,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/air-max-goaterra-2-big-kids-shoes-F2vBqv/DC9515-002,9ad62248-1646-53c8-abed-4f46bf9a0641,Light Iron Ore/Sea Glass/Lime Blast/Sea Glass,105,105.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/aad1d09f-25c6-438f-b4e3-1e52a44613fe/image.jpg"
230,9ad62248-1646-53c8-abed-4f46bf9a064157cbf8f9-37f8-50bb-b418-796893bc0307,9ad62248-1646-53c8-abed-4f46bf9a0641,f3e7b77d-9ef7-4e42-8490-d7a4f54d29d8,d7a4f54d29d8,2,Nike Air Max Goaterra 2.0,Big Kids' Shoes,boot,FOOTWEAR,USD,105,105.0,False,Light Iron Ore/Sea Glass/Lime Blast/Sea Glass,"['Nike Store Experiences', 'Nike.com', 'NikeApp']",Attention puddle splashers and all explorers! The Nike Air Max Goaterra 2.0 is cold-weather ready with a versatile and durable design. These boots keep it comfy with a combo of plush foam and a Max Air unit underfoot. Where will your next adventure take you?,4.6,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/air-max-goaterra-2-big-kids-shoes-F2vBqv/DC9515-002,57cbf8f9-37f8-50bb-b418-796893bc0307,Black/Black,105,105.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/dcef4617-72bd-4f43-a3e2-8cb30efc782c/image.jpg"
231,18369923-3052-518e-9cab-38712c4e5bda18369923-3052-518e-9cab-38712c4e5bda,18369923-3052-518e-9cab-38712c4e5bda,a42880ac-5e41-44d6-b6d6-cb2dee57a113,cb2dee57a113,1,Nike Air Max Goaterra 2.0,Little Kids' Shoes,boot,FOOTWEAR,USD,95,95.0,False,Light Iron Ore/Sea Glass/Lime Blast/Sea Glass,"['Nike Store Experiences', 'Nike.com', 'NikeApp']",Attention puddle splashers and all explorers! The Nike Air Max Goaterra 2.0 is cold-weather ready with a versatile and durable design. These boots keep it comfy with a combo of plush foam and Max Air underfoot. Outdoor adventures never felt this good.,5,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/air-max-goaterra-2-little-kids-shoes-RHZvbv/DC9513-002,18369923-3052-518e-9cab-38712c4e5bda,Light Iron Ore/Sea Glass/Lime Blast/Sea Glass,95,95.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/bb8b9b52-9945-4363-affc-3c92caeb450c/image.jpg"
232,18369923-3052-518e-9cab-38712c4e5bda386743d3-89b1-56e3-b563-30c481b05fdd,18369923-3052-518e-9cab-38712c4e5bda,a42880ac-5e41-44d6-b6d6-cb2dee57a113,cb2dee57a113,2,Nike Air Max Goaterra 2.0,Little Kids' Shoes,boot,FOOTWEAR,USD,95,95.0,False,Light Iron Ore/Sea Glass/Lime Blast/Sea Glass,"['Nike Store Experiences', 'Nike.com', 'NikeApp']",Attention puddle splashers and all explorers! The Nike Air Max Goaterra 2.0 is cold-weather ready with a versatile and durable design. These boots keep it comfy with a combo of plush foam and Max Air underfoot. Outdoor adventures never felt this good.,5,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/air-max-goaterra-2-little-kids-shoes-RHZvbv/DC9513-002,386743d3-89b1-56e3-b563-30c481b05fdd,Black/Black,95,95.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/83b80874-36df-4114-919b-a3d8a35a5728/image.jpg"
233,abbd4035-4df8-5cb6-afc5-e78704db15e6abbd4035-4df8-5cb6-afc5-e78704db15e6,abbd4035-4df8-5cb6-afc5-e78704db15e6,1f431500-88b8-4db4-936d-d99c4380f3f2,d99c4380f3f2,1,Nike Woodside 2 High ACG,Big Kids' Boots,boot,FOOTWEAR,USD,100,100.0,False,Deep Jungle/Light Iron Ore/Photon Dust/Luminous Green,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","Picture this: You've laced up your ACG boots and you're ready to tackle that cool-weather quest. Don't worry, a warm lining and padding around the ankles help you conquer the chills. Heading into the forest after a fresh rain? A rubber overlay wraps the upper to help keep your toes dry. These boots are designed to be durable while you hike and stomp through almost any trail—are you ready for your next adventure?",4.8,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/woodside-2-high-acg-big-kids-boots-aG0LdZ/524872-302,abbd4035-4df8-5cb6-afc5-e78704db15e6,Deep Jungle/Light Iron Ore/Photon Dust/Luminous Green,100,100.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/4df75c6c-3170-4f26-87aa-576d78774b4d/image.jpg"
234,abbd4035-4df8-5cb6-afc5-e78704db15e63877ed4a-77ca-5440-8bd5-f222e5e4e6c5,abbd4035-4df8-5cb6-afc5-e78704db15e6,1f431500-88b8-4db4-936d-d99c4380f3f2,d99c4380f3f2,2,Nike Woodside 2 High ACG,Big Kids' Boots,boot,FOOTWEAR,USD,100,100.0,False,Deep Jungle/Light Iron Ore/Photon Dust/Luminous Green,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","Picture this: You've laced up your ACG boots and you're ready to tackle that cool-weather quest. Don't worry, a warm lining and padding around the ankles help you conquer the chills. Heading into the forest after a fresh rain? A rubber overlay wraps the upper to help keep your toes dry. These boots are designed to be durable while you hike and stomp through almost any trail—are you ready for your next adventure?",4.8,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/woodside-2-high-acg-big-kids-boots-aG0LdZ/524872-302,3877ed4a-77ca-5440-8bd5-f222e5e4e6c5,Wheat/Black,100,100.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/boakpneklqbiwunbrxnx/image.jpg"
235,abbd4035-4df8-5cb6-afc5-e78704db15e67101a8a7-e87d-58f6-928a-3794b7ec40f8,abbd4035-4df8-5cb6-afc5-e78704db15e6,1f431500-88b8-4db4-936d-d99c4380f3f2,d99c4380f3f2,3,Nike Woodside 2 High ACG,Big Kids' Boots,boot,FOOTWEAR,USD,100,100.0,False,Deep Jungle/Light Iron Ore/Photon Dust/Luminous Green,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","Picture this: You've laced up your ACG boots and you're ready to tackle that cool-weather quest. Don't worry, a warm lining and padding around the ankles help you conquer the chills. Heading into the forest after a fresh rain? A rubber overlay wraps the upper to help keep your toes dry. These boots are designed to be durable while you hike and stomp through almost any trail—are you ready for your next adventure?",4.8,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/woodside-2-high-acg-big-kids-boots-aG0LdZ/524872-302,7101a8a7-e87d-58f6-928a-3794b7ec40f8,Black/Black/Black,100,100.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/ihes96ae8ae0oxctwljq/image.jpg"
236,abbd4035-4df8-5cb6-afc5-e78704db15e62aa23269-6d32-5c62-bf41-b794f91930e6,abbd4035-4df8-5cb6-afc5-e78704db15e6,1f431500-88b8-4db4-936d-d99c4380f3f2,d99c4380f3f2,4,Nike Woodside 2 High ACG,Big Kids' Boots,boot,FOOTWEAR,USD,100,100.0,False,Deep Jungle/Light Iron Ore/Photon Dust/Luminous Green,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","Picture this: You've laced up your ACG boots and you're ready to tackle that cool-weather quest. Don't worry, a warm lining and padding around the ankles help you conquer the chills. Heading into the forest after a fresh rain? A rubber overlay wraps the upper to help keep your toes dry. These boots are designed to be durable while you hike and stomp through almost any trail—are you ready for your next adventure?",4.8,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/woodside-2-high-acg-big-kids-boots-aG0LdZ/524872-302,2aa23269-6d32-5c62-bf41-b794f91930e6,Sanddrift/Obsidian/Hyper Royal/Rush Fuchsia,100,100.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/f6737cdb-fee2-467a-b166-96b652b0fba2/image.jpg"
237,c1924f24-3ce0-5e04-90d7-15e7c385f23ac1924f24-3ce0-5e04-90d7-15e7c385f23a,c1924f24-3ce0-5e04-90d7-15e7c385f23a,cb84fd89-54da-498e-8008-830a4dde24e8,830a4dde24e8,1,Nike Flex Advance,Baby/Toddler Boots,boot,FOOTWEAR,USD,72,72.0,False,Pale Ivory/Sea Glass/Melon Tint,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","Made for the cold weather months, the Nike Flex Advance Boots are easy as A-B-C. This boot opens up extra wide to slip little feet right in, the strap criss-crosses for a secure fit—and done! With cozy fleece inside and traction to tackle any path, these are totally ready for adventure.",5,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/flex-advance-baby-toddler-boots-J4H88H/DD0303-100,c1924f24-3ce0-5e04-90d7-15e7c385f23a,Pale Ivory/Sea Glass/Melon Tint,72,72.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/0e0bf167-a50f-4c9e-99d9-53785af22f47/image.jpg"
238,c1924f24-3ce0-5e04-90d7-15e7c385f23a2e6494a3-a118-57c8-87cc-c35e37ac5cbb,c1924f24-3ce0-5e04-90d7-15e7c385f23a,cb84fd89-54da-498e-8008-830a4dde24e8,830a4dde24e8,2,Nike Flex Advance,Baby/Toddler Boots,boot,FOOTWEAR,USD,72,72.0,False,Pale Ivory/Sea Glass/Melon Tint,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","Made for the cold weather months, the Nike Flex Advance Boots are easy as A-B-C. This boot opens up extra wide to slip little feet right in, the strap criss-crosses for a secure fit—and done! With cozy fleece inside and traction to tackle any path, these are totally ready for adventure.",5,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/flex-advance-baby-toddler-boots-J4H88H/DD0303-100,2e6494a3-a118-57c8-87cc-c35e37ac5cbb,Black/Dark Smoke Grey/University Red/White,72,72.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/8583f967-ed98-4e51-9780-c71bf7252abe/image.jpg"
239,c1924f24-3ce0-5e04-90d7-15e7c385f23ae21afb0d-2987-57ce-bf74-61cb60953728,c1924f24-3ce0-5e04-90d7-15e7c385f23a,cb84fd89-54da-498e-8008-830a4dde24e8,830a4dde24e8,3,Nike Flex Advance,Baby/Toddler Boots,boot,FOOTWEAR,USD,72,72.0,False,Pale Ivory/Sea Glass/Melon Tint,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","Made for the cold weather months, the Nike Flex Advance Boots are easy as A-B-C. This boot opens up extra wide to slip little feet right in, the strap criss-crosses for a secure fit—and done! With cozy fleece inside and traction to tackle any path, these are totally ready for adventure.",5,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/flex-advance-baby-toddler-boots-J4H88H/DD0303-100,e21afb0d-2987-57ce-bf74-61cb60953728,Pink Glaze/Violet Ore/Light Violet Ore/Pink Glaze,72,72.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/c8b920ad-3cd4-4665-8d37-52fb261774ce/image.jpg"
240,3b64e545-c2a0-5c4f-a455-0712d84df2b43b64e545-c2a0-5c4f-a455-0712d84df2b4,3b64e545-c2a0-5c4f-a455-0712d84df2b4,15d8ef05-76dd-483e-85e4-73e1196b7d02,73e1196b7d02,1,Nike Flex Advance,Little Kids' Boots,boot,FOOTWEAR,USD,83,83.0,False,Pale Ivory/Sea Glass/Melon Tint,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","Made for the cold weather months, the Nike Flex Advance Boots are easy as A-B-C. This boot opens up extra wide to slip little feet right in, the strap criss-crosses for a secure fit—and done! With cozy fleece inside and traction to tackle any path, these are totally ready for adventure.",5,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/flex-advance-little-kids-boots-Tw47BX/DD0304-100,3b64e545-c2a0-5c4f-a455-0712d84df2b4,Pale Ivory/Sea Glass/Melon Tint,83,83.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/987c4fe8-20a4-460e-a8f6-beca620aef71/image.jpg"
241,3b64e545-c2a0-5c4f-a455-0712d84df2b472d325c4-d30c-5c42-b4f3-a5226d7dcd43,3b64e545-c2a0-5c4f-a455-0712d84df2b4,15d8ef05-76dd-483e-85e4-73e1196b7d02,73e1196b7d02,2,Nike Flex Advance,Little Kids' Boots,boot,FOOTWEAR,USD,83,83.0,False,Pale Ivory/Sea Glass/Melon Tint,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","Made for the cold weather months, the Nike Flex Advance Boots are easy as A-B-C. This boot opens up extra wide to slip little feet right in, the strap criss-crosses for a secure fit—and done! With cozy fleece inside and traction to tackle any path, these are totally ready for adventure.",5,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/flex-advance-little-kids-boots-Tw47BX/DD0304-100,72d325c4-d30c-5c42-b4f3-a5226d7dcd43,Black/Dark Smoke Grey/University Red/White,83,83.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/36017541-2361-41a9-9f4c-cfbd295cce73/image.jpg"
242,3b64e545-c2a0-5c4f-a455-0712d84df2b4b928df32-97c5-5241-8473-67cc3b6de98b,3b64e545-c2a0-5c4f-a455-0712d84df2b4,15d8ef05-76dd-483e-85e4-73e1196b7d02,73e1196b7d02,3,Nike Flex Advance,Little Kids' Boots,boot,FOOTWEAR,USD,83,83.0,False,Pale Ivory/Sea Glass/Melon Tint,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","Made for the cold weather months, the Nike Flex Advance Boots are easy as A-B-C. This boot opens up extra wide to slip little feet right in, the strap criss-crosses for a secure fit—and done! With cozy fleece inside and traction to tackle any path, these are totally ready for adventure.",5,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/flex-advance-little-kids-boots-Tw47BX/DD0304-100,b928df32-97c5-5241-8473-67cc3b6de98b,Pink Glaze/Violet Ore/Light Violet Ore/Pink Glaze,83,83.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/ea55afe0-12dc-4e29-a0ef-c6feb17f2707/image.jpg"
243,547e998b-b28d-5432-912d-58088f3b2851547e998b-b28d-5432-912d-58088f3b2851,547e998b-b28d-5432-912d-58088f3b2851,1c213e6d-ff0a-4a3d-875b-20a2e7243f64,20a2e7243f64,1,Jordan Lil Drip,Little Kids' Boots,boot,FOOTWEAR,USD,75,75.0,False,Purple Venom/Black/Light Base Grey,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","With tough textiles, these flexible boots are made for adventure. Your tiny explorer likes to do things on their own, so we designed handles to make pulling 'em on easy. The rubber outsole—with traction inspired by monster truck tires—gives them the grip they need for playgrounds, sidewalks and muddy fields. Getting dirty never looked this cute.",5,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/jordan-lil-drip-little-kids-boots-qVgwxl/FB9918-500,547e998b-b28d-5432-912d-58088f3b2851,Purple Venom/Black/Light Base Grey,75,75.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/6c4bb325-ffc9-4f3c-85cd-36ae5b5e739f/image.jpg"
244,547e998b-b28d-5432-912d-58088f3b2851aec1c95e-8dfc-5d53-b646-b43b1b593c5b,547e998b-b28d-5432-912d-58088f3b2851,1c213e6d-ff0a-4a3d-875b-20a2e7243f64,20a2e7243f64,2,Jordan Lil Drip,Little Kids' Boots,boot,FOOTWEAR,USD,75,75.0,False,Purple Venom/Black/Light Base Grey,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","With tough textiles, these flexible boots are made for adventure. Your tiny explorer likes to do things on their own, so we designed handles to make pulling 'em on easy. The rubber outsole—with traction inspired by monster truck tires—gives them the grip they need for playgrounds, sidewalks and muddy fields. Getting dirty never looked this cute.",5,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/jordan-lil-drip-little-kids-boots-qVgwxl/FB9918-500,aec1c95e-8dfc-5d53-b646-b43b1b593c5b,Fire Red/Black,75,75.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/77d9ab7e-504a-4530-b4de-fd457307bec5/image.jpg"
245,a369b6e0-790c-5b1f-a696-18982f0ae349a369b6e0-790c-5b1f-a696-18982f0ae349,a369b6e0-790c-5b1f-a696-18982f0ae349,f2b6acd8-1755-4245-a4ff-d4ef1b4bcb8b,d4ef1b4bcb8b,1,Jordan Lil Drip,Baby/Toddler Boots,boot,FOOTWEAR,USD,70,70.0,False,Purple Venom/Black/Light Base Grey,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","With tough, these flexible boots are made for adventure. Your tiny explorer likes to do things on their own, so we designed handles to make pulling 'em on easy. The rubber outsole—with traction inspired by monster truck tires—gives them the grip they need for playgrounds, sidewalks and muddy fields. Getting dirty never looked this cute.",0,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/jordan-lil-drip-baby-toddler-boots-z9M4GL/FB9919-500,a369b6e0-790c-5b1f-a696-18982f0ae349,Purple Venom/Black/Light Base Grey,70,70.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/972068b3-8895-4d00-97f7-4078e8968128/image.jpg"
246,a369b6e0-790c-5b1f-a696-18982f0ae349cff5061a-b23f-5411-90a8-0256f167c017,a369b6e0-790c-5b1f-a696-18982f0ae349,f2b6acd8-1755-4245-a4ff-d4ef1b4bcb8b,d4ef1b4bcb8b,2,Jordan Lil Drip,Baby/Toddler Boots,boot,FOOTWEAR,USD,70,70.0,False,Purple Venom/Black/Light Base Grey,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","With tough, these flexible boots are made for adventure. Your tiny explorer likes to do things on their own, so we designed handles to make pulling 'em on easy. The rubber outsole—with traction inspired by monster truck tires—gives them the grip they need for playgrounds, sidewalks and muddy fields. Getting dirty never looked this cute.",0,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/jordan-lil-drip-baby-toddler-boots-z9M4GL/FB9919-500,cff5061a-b23f-5411-90a8-0256f167c017,Fire Red/Black,70,70.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b8c96e23-bc6e-46d0-a440-6d916344322e/image.jpg"
247,72d91198-c97a-5a4b-86a7-70215f9cf3be72d91198-c97a-5a4b-86a7-70215f9cf3be,72d91198-c97a-5a4b-86a7-70215f9cf3be,11735abb-6a85-3829-a24c-096c2b7baade,096c2b7baade,1,Nike Tanjun High Rise,Women's Shoes,boot,FOOTWEAR,USD,85,59.97,True,Phantom/Desert Sand/Gym Red,"['Nike Store Experiences', 'Nike.com', 'NikeApp']",Winter streets are no match for the Nike Tanjun High Rise ands its rugged rubber outsole. This symbol of simplicity reaches new heights with a durable fabric and synthetic upper that extends up the calf. Wear it loose or cinched tight to lock in warmth and keep out the elements.,4.9,False,False,False,False,False,False,False,False,False,False,False,False,False,SOLD_OUT,,https://www.nike.com/t/tanjun-high-rise-womens-shoes-wqktQD/AO0355-005,72d91198-c97a-5a4b-86a7-70215f9cf3be,Phantom/Desert Sand/Gym Red,85,59.97,True,False,False,False,False,SOLD_OUT,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/dgmcrenawg7jlddfhgq0/image.jpg"
